behavior,straightness,stop_rate,direction_change_rate,traj_avg_speed,path_length,displacement
zigzag,0.333332027037113,0.07492516619560892,0.6837192137483219,0.8277945951967368,11.43495635799081,2.695154853910708
zigzag,0.39035064292195,0.11314161030357686,0.6931589064064394,0.9865412757926302,9.985471491580354,2.343902058709233
zigzag,0.33085513767356756,0.11187794787496086,0.5952289433060649,0.8375447339267599,10.634571190493416,3.5220305136267687
zigzag,0.31323062256061074,0.06850194372310368,0.5153304962342212,0.9670139750851365,8.66759816130984,2.5353413510980545
zigzag,0.19348218906843345,0.12179149382477235,0.7184450901892552,1.1876517628249181,10.567090010144312,3.790290464024072
zigzag,0.3378054093104059,0.09722530515547011,0.5565442620461074,1.1320371583779711,9.285741102553978,3.520033291836543
zigzag,0.3018504446232666,0.058131467510819636,0.4121019170062029,1.133850727817484,10.537203871418868,2.6730056501501593
zigzag,0.3808176238460491,0.05080075605920033,0.6408284631204947,1.2247169268617282,8.453192498985146,3.665067861675103
zigzag,0.3602064915202676,0.07872442657032258,0.6465960326358847,1.3756408751398024,9.303858720969833,2.420895761837266
zigzag,0.22798248753764222,0.08397793916536575,0.5276047182121459,1.146163408618682,8.24805463419614,2.425956027371305
zigzag,0.3144829454160242,0.05357515972594386,0.6182141736472528,1.2937592405859417,8.895808205279128,4.854492217245433
zigzag,0.2162522458766033,0.11472173661623032,0.57994519248936,1.333724789088739,9.001285700140743,2.7905872321750005
zigzag,0.19678842876818564,0.13488872351132708,0.44895179373624267,1.2299445864830618,9.570242249897714,4.108577598165422
zigzag,0.1326052588424617,0.103369660817725,0.5866070176965492,1.2108766549756727,8.385810382334077,2.1228668192047007
zigzag,0.11489704813316316,0.11546701730434707,0.7363669264925424,0.933823169099006,11.874920143409167,2.0058211203512935
zigzag,0.38028781262726064,0.12542337625875594,0.5834585717640021,0.9735569624226417,8.480845860885617,2.6457762265593523
zigzag,0.3379795279252472,0.06470535543346692,0.4346920110880037,1.2885688590136328,9.599492425151155,4.13633350606902
zigzag,0.38084712105227814,0.11501441163149674,0.7160832505730548,1.35130773959464,11.664670658802923,3.8828850888782096
zigzag,0.2184375410592172,0.09717681435668966,0.4393021595706137,1.0496064542668482,10.27660024605281,2.3958893581437364
zigzag,0.31792367072876515,0.12086331008692563,0.6309006446637266,1.1203341966708584,11.896373533584839,3.273364127116084
zigzag,0.35036685562402026,0.08164409654210326,0.6101877248246499,1.331683581632769,9.202366438078037,4.817130166367058
zigzag,0.26314693144464163,0.09655651695950931,0.5848707347810174,0.9383451076638635,11.714395902601392,3.345543375888481
zigzag,0.3880664290766034,0.09022275885922341,0.7282105592849961,1.1219010698154186,10.0196203205808,2.2478939573527583
zigzag,0.18342197010542827,0.1457908344238251,0.5943004842885127,1.2021917959845665,8.40867303934887,4.730830280364922
zigzag,0.12640885898705484,0.14082182782742292,0.4350719140522741,1.1105071699645066,10.232838857202516,4.763888572760303
zigzag,0.3039313943559462,0.13979166101077628,0.4653427090132637,1.048441152132383,9.893306130197656,3.5691600722774672
zigzag,0.20760115726381595,0.11810885955828267,0.7442548213734946,1.1179822484668656,8.153164516571017,2.3316635495186073
zigzag,0.38253591112404595,0.08429733157501666,0.43032608115304205,0.9902736193802477,9.04011488116829,4.750990349591742
zigzag,0.24843010294040305,0.11010204372692606,0.7992848473434176,0.9602762385423774,10.404578482903087,4.502048290986522
zigzag,0.26652393098901317,0.11166779234954749,0.4228514004920766,0.845462897833526,8.58737977574137,3.35413804503793
zigzag,0.2462312807203972,0.10609802045324268,0.7002204625384583,1.1237576197231962,11.272192283341461,2.6820574893428044
zigzag,0.3605079898202104,0.06474757775519611,0.48541029799947033,1.32952604749272,9.728332738949797,4.287067257983992
zigzag,0.2262015112899285,0.12105659221611342,0.6316543844138753,0.8034652033894435,8.832009308336886,3.3079359101411363
zigzag,0.3189076096760672,0.06105119372211512,0.7753882856304637,0.9406955521173994,9.955446417646971,2.006959640915651
zigzag,0.2752491319943432,0.10241932433848581,0.5317229027945587,0.8051205340574561,10.62672085988737,2.9074225816525994
zigzag,0.39189045165379777,0.10189385522550347,0.5530240791143699,1.2228320119592955,10.32693185227106,3.5467200392574054
zigzag,0.3108529617560408,0.06442610903579377,0.5339865879409988,1.1711018533808255,10.281017963679632,3.2685587038493553
zigzag,0.35434985802525665,0.14816098580399878,0.4686134207070738,1.348621560024859,10.893514088322206,3.2280731427636327
zigzag,0.16269254886211967,0.08206675104485592,0.6848252411674768,0.8243457686486617,11.2351262655774,4.276402969750222
zigzag,0.375703716351409,0.12669040217152627,0.6403165879905484,1.0672550808878807,8.935738229320835,3.6374142217012877
zigzag,0.36461409668932265,0.07575892075858479,0.42916915627718427,1.3517691213114236,8.848750055545983,2.75963042620467
zigzag,0.3315068661401672,0.13651345459333947,0.6766169946968354,1.1650920413891233,8.930282416211131,3.768344518880005
zigzag,0.23692836477278464,0.06219305120982116,0.5840065368338867,0.9213922717593868,9.941079705366176,3.1256775610016234
zigzag,0.3510481066195098,0.1453680415653693,0.705583040860501,1.3211465325591534,11.957742679697489,3.9987199460048046
zigzag,0.33822731450397325,0.07100058877476578,0.7680904626154571,0.915107300532404,11.54031302254176,2.8540003289589615
zigzag,0.32126511996647816,0.07409081099602816,0.472312899422158,0.8774117212408488,11.36355347765128,4.410465527429665
zigzag,0.19663359325611884,0.14643375267119457,0.40635060381082116,1.125304510498804,9.780835296635066,4.261701584226293
zigzag,0.38698314776425213,0.12009512420988716,0.42188555318918813,0.9738928539281824,8.533719265514376,2.9595029526046424
zigzag,0.2657501742446887,0.07775400447120182,0.789437223090438,1.3627100524556233,10.406098124242252,4.338807857747883
zigzag,0.36527397464286515,0.07576153257105882,0.7464479263368241,1.3918782936945586,11.843719967303002,2.47046052905512
zigzag,0.1966712722850194,0.1422328167479804,0.6924277235334098,1.0899567018537761,8.104211158264537,3.1675247326920983
zigzag,0.1109568075409615,0.08416498689180582,0.6988436441918676,0.8483688413680536,10.641715812361369,2.559985002838903
zigzag,0.21092692718558204,0.14283491970001838,0.49474048251948094,1.1253124101843908,10.654697909555226,4.997172031946342
zigzag,0.22020596043645457,0.057741236247040396,0.497975924703578,1.2734545344613828,9.192322602426508,3.5768522636149793
zigzag,0.24376193414836744,0.14713934344881682,0.5535369393842065,1.1702376540088082,8.823408570052269,4.425719727170295
zigzag,0.11690441588745401,0.07751105034831882,0.6397792870589548,0.9049068119320778,8.44989522727085,4.114246572285493
zigzag,0.14517690331075328,0.14715069776253387,0.5873230108565131,1.3081045856931701,11.403391739976907,3.078859237852757
zigzag,0.15561309852334232,0.06508654511668724,0.5666402288414704,1.3439412450090185,8.821157705715976,2.332191560941223
zigzag,0.24992489027476017,0.07535287883490493,0.4529815048087935,1.3281435077505686,9.247307529788666,3.642407878636236
zigzag,0.10725470062327423,0.12483955717757221,0.6693702540074031,1.1333231700783784,8.617174234297154,2.0257630817283916
zigzag,0.2544025942784599,0.06759081507572524,0.7715289528699041,0.9966421368510282,9.033776145331252,3.7462595223888737
zigzag,0.19062680029968437,0.05142104621599239,0.5582451282915765,0.8879026378434566,8.733002148503578,2.629688577908092
zigzag,0.28485807887710224,0.0998844650867213,0.4571611977242059,1.111474169012093,8.09062466265502,2.595589952567125
zigzag,0.17279793683357042,0.11998891491393078,0.7206511076436256,1.0167976149660962,10.667120286561273,3.470365046021557
zigzag,0.15858529036207447,0.07511577527423524,0.5634914634895151,1.069788044015518,10.920481929527657,4.486915498897064
zigzag,0.10659798083725278,0.1379514635566339,0.7806361778433641,0.9401582841436613,8.782259625248143,2.9766154754030483
zigzag,0.2509996875292527,0.1456280573024431,0.7458020605974136,0.8843783179305972,9.052385235532679,2.2339267904568323
zigzag,0.15681202571711383,0.1458830092603567,0.4834308966369401,0.845781848834525,11.169718325601805,4.6148776813492365
zigzag,0.15944871791073223,0.06194454893666743,0.4477504911561794,0.874066653909016,11.420805447441154,3.406567166659137
zigzag,0.11393227376541402,0.07005849215083977,0.7568376767486475,0.8676585498563858,8.490376144377917,4.788068381490319
zigzag,0.20901691243301268,0.0730322047143516,0.5509160258767898,0.8596313998584049,9.89467128648433,2.10263521919296
zigzag,0.2776527264617366,0.05565467296670088,0.6114016475695262,1.044613442027872,8.724250074253023,2.912395946160359
zigzag,0.3856089379142956,0.08480081830003479,0.6371577908027494,0.9124259355123763,11.583160106654926,3.703107100781091
zigzag,0.32997725882694573,0.09046216369654266,0.42972680612669945,1.1898246283802967,8.053278451143196,2.1541788751982924
zigzag,0.22281857054006665,0.0660857253267311,0.4812051329200533,0.9636741778652447,10.050292760123602,2.6376325916261756
zigzag,0.3851605647147265,0.056227626210175546,0.5070345029626692,1.103194497112085,9.494638262516737,2.227772766110668
zigzag,0.19281212910055878,0.11258316323249078,0.5519102577967271,0.9290245597213552,11.365807382329718,3.210903812416519
zigzag,0.19703350815496534,0.08450925936922037,0.545229168935254,1.3582851184750924,9.514169890072033,3.0579225971971504
zigzag,0.12144119215204549,0.10786507488392803,0.7012834755079287,0.9798207657686586,11.849944223110583,3.483737555265361
zigzag,0.3289960284027409,0.12857867044323226,0.46544070802256654,1.376208813513954,9.369383081435128,4.247841811640287
zigzag,0.1414340076403334,0.10643362343554502,0.6981925376385429,1.2580794614902862,11.503334526419867,2.84554900919104
zigzag,0.3976636968382028,0.13262109020391122,0.45382942944141086,0.903739582404117,8.57992489572722,2.799475683164997
zigzag,0.278822432535071,0.09464905612892185,0.5783363254713343,1.165469163796844,8.096791469315168,3.5043665406723914
zigzag,0.37512593107763625,0.06673536485037711,0.44356142442903246,1.2426396366340728,11.837402002036846,2.9386992195367996
zigzag,0.23318783943848548,0.06062581097559108,0.40186724283370373,1.2233338092304722,10.705295806178597,4.2028337361913195
zigzag,0.3028452512537013,0.11443697879881672,0.5935271060438185,1.104090726784888,11.661366573661018,4.603589281838851
zigzag,0.3208148638821033,0.13981319952291688,0.6047457196654779,0.8830353076629569,9.220689208820367,4.213804019678354
zigzag,0.18395641876886787,0.12629678268842737,0.7056369615877912,0.8803875578137611,10.5573388913488,2.6740403531248433
zigzag,0.2585747500293445,0.1184712055650803,0.6670381935212566,1.0002345418268117,8.226930155842286,4.366130637624016
zigzag,0.3630825229877407,0.1444616238584273,0.7997964620099755,0.8016690332690917,11.118374325508046,2.0011485156891187
zigzag,0.35445312997647127,0.06318399732278818,0.6123071717586639,1.2404554307476385,8.169499167776499,3.958463486523131
zigzag,0.22487879050415555,0.108606308808537,0.5342762912240988,1.219951805519306,9.85320142187397,3.1167978533225433
zigzag,0.20561972244179552,0.07670143977445834,0.7371612014490166,1.3429679324531056,9.398356440668348,3.687102325089602
zigzag,0.10574677125956719,0.10180478565942758,0.7881209011898134,0.9955834590293111,9.284028610331877,4.096696560959194
zigzag,0.3113523176947731,0.07658529823349318,0.7641830735269903,1.2725600550513587,9.653033342045351,2.9028735210812844
zigzag,0.31651867086724084,0.06008501881267258,0.4571455632196074,1.3852111857247675,8.569032677457377,2.7858578203354414
zigzag,0.16392483348249148,0.07028232208138716,0.5051489684029317,1.3388726156899562,10.702552527420714,4.821444268250596
zigzag,0.3688140151010548,0.07549360200121022,0.6794295936145576,1.2452781783443838,8.880844649735359,4.653868707039448
zigzag,0.14187648087389448,0.08464085651345973,0.6519559929262597,1.2799303714302044,10.988962657343738,4.093026774067779
zigzag,0.1157470335956709,0.07170384503692319,0.5301072282252949,1.3983874162376413,11.070624398421666,3.158839535707563
zigzag,0.21376958472879856,0.0856702988399653,0.4720200124825154,0.8626472927674707,11.005684896839512,3.9782132205789007
zigzag,0.30633554186567935,0.1409655802851391,0.7405135128810159,1.3003124437776679,9.922627974786632,4.2868065864218154
zigzag,0.37312764138663734,0.0697438591396615,0.5236965129934075,0.9000234102546132,11.999100828579948,2.3325892593065807
zigzag,0.21654379031800142,0.13259239179328994,0.5298089821061014,1.1792055667469243,11.900539326193389,3.9512611951812975
zigzag,0.1404550560407457,0.11604455953335745,0.46826667262383626,1.1491601219314576,8.511983123812955,3.628947124497375
zigzag,0.33068218324159626,0.1311532234620965,0.5727140102677691,1.378139098791587,11.985717405252977,2.2980768756102066
zigzag,0.10916180813562293,0.10089567349190587,0.763578977075136,1.17218681160475,10.262829320382036,3.82054267964557
zigzag,0.38396770558101456,0.14056907375235095,0.5169649198320485,1.15636707740377,9.337071778121006,4.315321115565538
zigzag,0.1693553292360256,0.1155919267851563,0.5755571320895144,0.8223933910892408,8.695229950130011,2.6625050144462223
zigzag,0.21942970008622234,0.12014585501526928,0.794541915802935,1.3742533984443024,10.889981004021584,4.965911902174762
zigzag,0.3950513982980063,0.12083526580732042,0.7066867838152892,1.1924546125089113,8.280785978706529,3.719094169689259
zigzag,0.16098310666189491,0.11349087198623341,0.64508380259346,1.3500691279539223,8.310741139443488,2.2125087584450145
zigzag,0.1388076735435594,0.10530251927199175,0.5520528637009148,1.2283286776379612,9.3224388652512,2.4852515409463627
zigzag,0.14597567468474834,0.10721010580248241,0.58028942571014,1.1333424849421958,11.4251101174713,2.5430262071032828
zigzag,0.34329475175101787,0.10759730087976876,0.458947431927989,0.8071374380859133,8.871767008293101,2.5832051625162316
zigzag,0.19418927346471473,0.09303895289464584,0.616088837440796,1.2331855857353413,9.801208713578724,3.301406599328675
zigzag,0.31854191349072103,0.07282931117689559,0.4221905509152877,1.1160662439716154,11.587855110004062,4.105157446270364
zigzag,0.36191557833541876,0.08858581028175407,0.7493704998551322,1.2251240397724428,11.270953911339705,2.9363301756557836
zigzag,0.33322739528510775,0.05627924489457875,0.5142255919714523,1.0519194147010862,10.304606379577393,4.7775855730351005
zigzag,0.38132672857384275,0.07162175318806055,0.7013532070180444,0.9752915593631384,10.725923224345342,2.3724828458864504
zigzag,0.3889798243583218,0.09720048808846812,0.5023982154005094,1.3930738201980613,8.24079693663869,2.117889564198906
zigzag,0.16714102866918218,0.050192643856281964,0.5329247704674657,1.385095840358249,9.172835727867504,4.802841807749503
zigzag,0.3880687868238999,0.10025027508984324,0.7933175359338557,0.8594902411481833,11.792756594866113,2.7685081583601354
zigzag,0.16497202209392775,0.13941982202925884,0.7948723588251831,1.1603482552711124,10.10110538969769,3.459748075827358
zigzag,0.2613267509131837,0.11944729849125321,0.6984949642156066,1.2113557607949184,11.266420440490798,3.2130464106851133
zigzag,0.13150501993379105,0.1280308899523446,0.7180382826254829,1.227520673056965,8.23580892794756,4.611708164718303
zigzag,0.1071369843860064,0.1355060908523399,0.7731313087020956,1.1522626338214084,10.422700686435885,4.90158362918849
zigzag,0.29169612337983764,0.06556055614151202,0.4665669757980236,1.1349840658446775,10.673405072126366,4.056532194316554
zigzag,0.18436462137356788,0.14512671710984204,0.52877764290399,0.8812034689057775,9.799109955450959,4.905914375073914
zigzag,0.366630008721722,0.09070418837950928,0.5396746025275165,1.1364471877419118,8.283140785894712,4.419325166820043
zigzag,0.21661532430308778,0.14619430503999087,0.7725737172971925,1.0384001479235985,11.77170698273161,4.035039483906155
zigzag,0.38765784467427733,0.08856582623873523,0.7834568560071629,1.0919178428227823,8.148671405210042,3.034065257885638
zigzag,0.20931498165641851,0.0848097403849801,0.4760971686113026,0.8028437733926144,8.370540953198438,4.446611705762372
zigzag,0.308441788303664,0.07445314178766502,0.7848016479792908,1.2944773679513935,8.930633468205755,4.2195328574170095
zigzag,0.24068843327895945,0.09016239007394357,0.5382626901255567,1.3396970818977225,11.08788763287853,2.5831710440900464
zigzag,0.3227883783110546,0.0806054258145416,0.5732286707149408,1.1303199512185143,10.006284205539465,2.2499913335870407
zigzag,0.3297627641729791,0.06457264348886664,0.44019069894150303,1.3255887001526117,11.26321368461264,3.882738262448358
zigzag,0.1559422088646451,0.07321791453646834,0.43625777157356244,0.9591955730510383,11.28071315056969,2.220471530164672
zigzag,0.368378776991662,0.11861153010889379,0.5869579224661746,1.0727778137897515,10.37475572898918,4.081499395393283
zigzag,0.2754190954594039,0.1407275104444269,0.420068999560712,0.8027593662353456,9.532033240373698,4.802264969138051
zigzag,0.1231911151970404,0.1327661887501678,0.7189490270027248,1.2369363197715197,9.373349161014339,4.647574032681137
zigzag,0.10282099693036323,0.14086713325871458,0.6016228875630707,1.1601148042488392,10.34527932114093,2.3720644138236757
zigzag,0.37092867152554543,0.05135204098198609,0.7133926801803895,1.046621914679701,11.673413487597381,2.866885281285632
zigzag,0.11140833806398515,0.09261786330388048,0.47406219252376824,0.8332719416036232,9.608409466505453,3.2483894487139624
zigzag,0.33849351115404147,0.07004630984113729,0.408653485947179,0.9508066238411816,8.273225942027015,2.823370345438883
zigzag,0.3473354491381792,0.0921953190518281,0.7806553550867247,0.8647205752269118,10.406072034794875,2.4734221674906514
zigzag,0.3657541820263178,0.1333818946404986,0.6768700238809199,1.1243465678592457,8.28131116175926,2.2016767084054463
zigzag,0.3049184264313155,0.1490900286319221,0.7685105827102346,1.0199506813041836,8.514195751144944,2.2191001394374688
zigzag,0.3486582964406817,0.12314865645103709,0.6318586912267412,0.8425478643816328,9.842054915983583,3.8871028893666097
zigzag,0.30072440915748505,0.0836493227580202,0.7383505469418603,1.3638748021702713,8.137871663241658,4.751889781684147
zigzag,0.3339462562774559,0.12163879660439887,0.4556802091112502,1.2541026839235139,9.015683549507482,3.1977945404234527
zigzag,0.253878244932209,0.1319103098206889,0.46937996673683796,0.8700587223610154,10.687782175891684,4.267248752511367
zigzag,0.2949434964795561,0.13694300924700575,0.4218757332895257,1.0293163952535869,9.801039805174192,4.314019037576697
zigzag,0.3187108473799837,0.061073669870164174,0.6285818282022115,1.2620306832958734,9.560437041336854,2.769162771486181
zigzag,0.2300030445652671,0.09969826876769858,0.40924630604063594,0.8320191380489961,9.437319255984484,3.3429719871561803
zigzag,0.12607978267287298,0.1212196282135762,0.4374832764816872,1.089425707561964,10.11690353013877,3.2261755307199342
zigzag,0.3303950621668942,0.11868786705056583,0.42334300540493147,0.966155120728197,11.0353665127821,2.4235440479259847
zigzag,0.18999004971140232,0.05047504420320999,0.7370956112066513,0.9532079388909694,11.894719997741456,2.732606561686774
zigzag,0.19611127864722244,0.1187157764680802,0.6700040176451746,1.3120851229464339,9.640327084447524,3.8544989622760912
zigzag,0.20425024254291618,0.059974151069334736,0.7841018458953114,0.8542843211136473,11.861822599659785,4.742425601761989
zigzag,0.20745353080279907,0.14608648077941477,0.40797862528916423,0.9906959593797109,11.508063012244001,3.2698348657223324
zigzag,0.1647386111682697,0.09593754020484055,0.6503382660587007,0.8131405839430339,9.580791510156992,3.508036005590683
zigzag,0.2638370022234685,0.07252541181336339,0.5600394945603517,1.006621995878214,11.034943990503702,4.7093370197674
zigzag,0.20290509368206472,0.05186359656095299,0.44915101416250613,0.951106714729261,11.95657715934717,4.329240102265122
zigzag,0.21132946448517956,0.08606328279075029,0.7646142077368921,1.2750877262413123,9.963441887247614,3.951448527565099
zigzag,0.17580331180863343,0.13460177528229966,0.4999907289338661,0.8609339995850829,10.495895561276102,2.8668842979669855
zigzag,0.3307160972499328,0.12871573964269883,0.561513527111412,1.3972611803029578,11.416280485002732,3.946119995456184
zigzag,0.19465835190494674,0.14655275563562353,0.4353256310041444,1.1538656059642964,10.99913080245237,2.380148017205281
zigzag,0.1048869566153296,0.11354274099690695,0.4080927322654868,1.0153931592306704,9.290129528228961,4.014674206084735
zigzag,0.3585511813869384,0.14266263844667948,0.7272828766879726,1.1966327625819528,8.856119389798232,2.0773353853346843
zigzag,0.38477639227803506,0.06724285867232108,0.7565534888069418,1.1990515348739588,9.298693721694375,2.307113481196653
zigzag,0.2292369595862514,0.06842464577993373,0.7077203496118062,1.2177964247324438,11.29133736294117,4.189404087599975
zigzag,0.3950935586290827,0.13756238102833063,0.652562903276591,1.3700483789112599,9.793515248630456,4.020530550629277
zigzag,0.2888342139532502,0.14498990500573067,0.4138785170204996,1.0065284923137614,9.628061210893437,4.1905015504302865
zigzag,0.3920327499634165,0.12212324292632633,0.4881326201581704,1.1524558824676003,8.442337068558803,2.597814327426354
zigzag,0.22090637339432503,0.11573113161934163,0.6141567325842533,1.3226499955020206,9.445447782391359,4.955760995216432
zigzag,0.29477047662831,0.051475592627510974,0.4737850994673101,1.1983547593466914,10.384832066461883,3.2968904934071346
zigzag,0.3090490529881086,0.09571169770120974,0.5884136909928515,0.8793917906657295,9.128550673992141,3.688056493524236
zigzag,0.2995666615788919,0.10681411534929824,0.40645827625465286,1.279971332973973,10.520661657238179,2.6134843018215914
zigzag,0.14476431176875332,0.12839234062924287,0.4647085165001386,0.9044991671489983,9.851911572481368,2.4320414522321094
zigzag,0.2305836531975813,0.11940349252626965,0.6045810665203195,0.8948329685965146,10.88503226598314,2.8325563685162005
zigzag,0.21461145711141524,0.10175090623312577,0.41121946701202505,1.142663608425133,8.537634654320001,2.6652380581481143
zigzag,0.38261896020409447,0.13868829342562355,0.6418724843762009,1.2687234278429216,8.946904066480236,3.5798762821799848
zigzag,0.10384065535691789,0.05867447639481607,0.7765097515333534,1.2914986266781185,9.022191570591332,3.0870534653572177
zigzag,0.2723265913603232,0.11899182237044077,0.4940512747798228,0.8326566862303305,10.435238549920697,2.56236107068155
zigzag,0.3581188150992355,0.10914428603506382,0.7529851683262102,0.8862584249470147,8.203939062657682,2.4677795466502976
zigzag,0.3880153273428756,0.11949960969174396,0.7494506259104872,1.2967479269119233,8.803619494035747,3.2706101995267334
zigzag,0.36305938636545865,0.07385464031839309,0.7931230683990743,0.8375647076130288,10.122081624661018,4.201981341963791
zigzag,0.17688018212824524,0.10192668115801556,0.6077544810814182,0.948943764570822,10.786827569023941,4.822370591572221
zigzag,0.39942991732194544,0.13934476305495241,0.4595437625560146,1.2966285718104207,9.621116107867985,4.846487340980306
zigzag,0.2277063694723493,0.14100055342627127,0.479234929329172,1.1840368928237606,10.796172715359095,3.358467967465501
zigzag,0.27178829559597967,0.06931510018127349,0.6600243552248317,1.251142355581386,11.141316585992449,4.478619542834256
zigzag,0.20387764663785868,0.07343262732622131,0.5965244061985926,0.8802594984189408,11.481099012362218,3.6276382929799844
zigzag,0.3799998779605762,0.06601223192894848,0.43311268263158875,1.173414070874066,11.580574743676756,4.996409731292428
zigzag,0.3126635817051253,0.121190193830729,0.49174606782209745,0.8509095441671966,10.721231428736917,4.349555530049802
zigzag,0.3657283853742762,0.06062434035068059,0.45994783165354164,0.8246393002051166,9.471129630353802,2.108247985596528
zigzag,0.291218471888278,0.14748091961033483,0.6718611750789234,0.875181674458034,10.512986911694114,4.409014470541757
zigzag,0.3355274048854313,0.05246360817636312,0.635813268430715,1.1790806077344018,9.22595514392735,4.875770322855239
zigzag,0.3418361820802921,0.12356180159477664,0.7868146485272165,1.1447841142064459,9.277135794968707,2.0840693593775454
zigzag,0.12888087991550193,0.09852607305198174,0.5971896612420796,1.2665198399714321,8.324291330701788,4.860975977664959
zigzag,0.2422251664353995,0.09896028805859405,0.4928376574395841,0.894569607580143,11.518121966126431,3.5319076422622073
zigzag,0.3014979226079121,0.14895315662671743,0.6834781985360823,0.8880204181059798,10.028988160822951,3.973678942346215
zigzag,0.3574001469662279,0.09222287605142018,0.4166173528311044,1.3806595079762214,10.732833437550811,4.13747591760842
zigzag,0.14083236424506262,0.09348162074725513,0.6819731192952239,0.9054810978925398,8.404765871342224,2.2508499636491095
zigzag,0.15489451801204518,0.10061415420596542,0.49284949851887244,1.1480342086312165,8.022410246273866,4.119239961292466
zigzag,0.22297968692435505,0.12840138160214415,0.649248809359749,1.3832783663027546,9.414744803287965,2.4053378311436364
zigzag,0.3112858757753347,0.10440133409918144,0.716128598749225,0.8689084143886754,11.187694238563191,3.930187485890522
zigzag,0.21960441841988354,0.07523141264774405,0.6618744470334361,1.0913102761167128,9.732728461529796,4.424144518609724
zigzag,0.15462422235536447,0.11899948501173417,0.6394656661117303,1.2737498003137189,9.07002256317979,3.3292030452265666
zigzag,0.11721527569977189,0.060040489452299485,0.6978180983246483,1.066860858081263,9.49527425772953,2.959939937100513
zigzag,0.20539739962939166,0.14322603332043202,0.584987292182271,1.0996551693968992,9.450507971067736,3.0179939767273822
zigzag,0.17889874318629084,0.07489465755568407,0.6180800466430135,0.8592504166179462,10.388236982051943,3.1430593066065633
zigzag,0.36217057676267084,0.05187649018230624,0.424335458406103,0.8101233016817693,10.459948006142747,4.100603747936614
zigzag,0.23339307162253048,0.1473718716437443,0.4788498488184163,1.358144182410908,9.372843391037634,3.6460338112505677
zigzag,0.378901922091334,0.11461174724204054,0.5356772430908469,0.9981160420429676,9.821063083306237,2.044278882093686
zigzag,0.29228618669788814,0.11354809291563189,0.40955377631147416,0.8739318582672905,11.731528830113456,4.710817034027164
zigzag,0.3821684703363091,0.10605405763690842,0.5437471333385835,0.8959019057484058,8.101682404027304,3.8795876993214673
zigzag,0.30953951139432373,0.12282421072482343,0.42115659374683534,1.0460503229829252,10.721339188435795,4.328279852535001
zigzag,0.33769814268963916,0.12423390034475253,0.47086460842652245,1.0960499033006939,10.746834806018779,2.7451509368086784
zigzag,0.3870712480988694,0.07606850763212555,0.5966569209253221,0.9222300105507278,9.355016103924898,2.701584458075284
zigzag,0.2659998793942251,0.10955935753770334,0.677743444541744,0.8661239340438074,11.898336989654739,3.973646030903936
zigzag,0.20952661173634946,0.10766043005301172,0.5970027805210207,1.0455319998652393,9.010263685716518,4.758578858943501
zigzag,0.3129641083689406,0.14758457230279856,0.7551513556348398,1.2691447550906245,11.176208678740071,2.0550195603313584
zigzag,0.35228874497083307,0.07786012466653927,0.5562157156606607,1.2017832359837175,10.89934841762519,4.490491662634076
zigzag,0.28864631759171405,0.10640766088056335,0.5997716018924072,0.9213915245439771,9.001631723019013,2.194234242251367
zigzag,0.2344409285462694,0.09789779987754527,0.719926235438545,1.2147149640941597,10.277506524687704,2.802249696644875
zigzag,0.2502412923238564,0.05639359697704788,0.43891663466969,1.1745263788607179,9.520186242507794,4.270342666371622
